well_id,final_delta_z_from_ps,mean_abs_dz_step,std_dz_step,mean_abs_dxdy_step,curvature_proxy,azimuth_change_proxy,vertical_shape,curvature_shape,trajectory_shape
0c1b160c,-149.26000000000022,0.029532950722343437,0.01428899207844567,0.9994766080683981,0.005361644246543709,0.1699517775496855,downward,smooth,downward_smooth
0d99f8e4,-159.64000000000124,0.03041051185159789,0.02118036680072003,0.9994159197709647,0.0054028223873766774,0.1699517775496855,downward,smooth,downward_smooth
0dc5e64d,-252.40000000000146,0.0517363673636738,0.026060896957541397,0.9983365398928981,0.005325566854944359,0.12807675004085084,downward,smooth,downward_smooth
0dc835f3,211.01999999999862,0.04777275807544608,0.023810529482382783,0.9985945813154773,0.005581119599123599,0.2921062447681211,upward,curved,upward_curved
0dd99dc5,242.54000000000087,0.03336193979021954,0.01772152317333331,0.9993133635844156,0.005686845318629842,0.19731725793507393,upward,curved,upward_curved
0e5e560d,125.27000000000044,0.038769987699876975,0.018320100045312572,0.9991084980181355,0.005400879135476872,0.19132853977071207,flat,smooth,flat_smooth
109d9d70,164.28999999999905,0.041279069767442035,0.026997379027026765,0.9988932134877454,0.0053318462308667575,0.19942795744637776,upward,smooth,upward_smooth
10a1281a,179.52999999999884,0.033002853067046735,0.018895462367722778,0.9993256736441525,0.005488327311746404,0.21339970611146075,upward,curved,upward_curved
10b89021,130.8000000000011,0.02687788656936966,0.022900778702959153,0.9994631615291013,0.004913798197923549,0.3137851141212695,flat,smooth,flat_smooth
10be2420,172.61000000000058,0.05277064220183471,0.010735889418484964,0.998567026894059,0.005397944048382801,0.19131434167438321,upward,smooth,upward_smooth
113011eb,-134.8100000000013,0.04120146744114963,0.017245137046268774,0.9990179333454595,0.005692023245710427,0.1647349280401278,downward,curved,downward_curved
1131525f,-119.3700000000008,0.030310245310244593,0.017657481306626453,0.999449984334111,0.005569868061940849,0.19161323119440132,flat,curved,flat_curved
11d0f5ac,138.85999999999876,0.033381810733305886,0.021863757296042556,0.9993722469619293,0.005431781992527133,0.1622451226682209,upward,smooth,upward_smooth
12203f2a,123.78999999999905,0.03795705521472386,0.02310946203398575,0.9990288538589851,0.004955131334621427,0.1740978235262638,flat,smooth,flat_smooth
122bd617,163.52000000000044,0.037752243379295204,0.0288899760881224,0.9989580506074677,0.005424472495074394,0.1638699899144238,upward,smooth,upward_smooth
125be846,236.48999999999978,0.03638039637425037,0.02121988748049566,0.9991305934213466,0.005285953191111381,0.16296028139430074,upward,smooth,upward_smooth
1285a37b,191.03999999999905,0.03413509649749829,0.00816329354591356,0.9993995701754388,0.005609416937485825,0.1566226564468982,upward,curved,upward_curved
1295a25b,-193.9400000000005,0.03552612612612647,0.024461521722163114,0.9991056016651365,0.005524671104469475,0.1581857569065086,downward,curved,downward_curved
12f0cd90,-302.8099999999995,0.05521863437605142,0.0338832900582334,0.9981436829545154,0.005661517410801757,0.18148600333081566,downward,curved,downward_curved
137d1e44,132.95000000000073,0.029767186470459582,0.019596690838943644,0.999398235598107,0.005363996182167333,0.11437715320381603,flat,smooth,flat_smooth
13ce113d,95.47000000000116,0.032185497470489134,0.01652468107971517,0.9993626690877758,0.005108098485832715,0.17474189534249196,flat,smooth,flat_smooth
13f598d9,214.67999999999847,0.03140862422997904,0.02145563047476852,0.9993531737091804,0.005768975785471105,0.3325937715837317,upward,curved,upward_curved
14a53cb3,169.8799999999992,0.02513732292570128,0.01448025988105919,0.9996104042956238,0.005223802456014443,0.19894753000280785,upward,smooth,upward_smooth
14ab73fb,-9.789999999999054,0.02596217105263184,0.030210390801197452,0.9995569377193974,0.005390260122740166,0.14250742514768455,flat,smooth,flat_smooth
14ad5efb,-295.1999999999989,0.05053073103920555,0.01936217467677944,0.9985503066501247,0.0055375082971232765,0.2890845134369915,downward,curved,downward_curved
14fee784,185.02000000000044,0.03777551436137717,0.01933409129165524,0.9991191660744448,0.0053748525949181905,0.14861366690571942,upward,smooth,upward_smooth
153552f5,172.4400000000005,0.036738389433319286,0.01694606963579522,0.9991996526823129,0.00573865066347924,0.07806344377904617,upward,curved,upward_curved
1550491d,187.40999999999985,0.04139412538360451,0.02577250077139948,0.9988397009402018,0.005194971474304877,0.22162751732934916,upward,smooth,upward_smooth
155887bb,118.05000000000109,0.02354047277937041,0.018793358361562915,0.9996162301456231,0.0054844365188186795,0.36615867961856496,flat,curved,flat_curved
1590af81,141.11000000000058,0.037148499210110625,0.014704552590588595,0.9992171998267602,0.005434231044729835,0.2031608296778249,upward,smooth,upward_smooth
15e154a1,-162.17999999999847,0.030229108290754095,0.023985232521626834,0.9993705862673163,0.0053681386541118686,0.19308898812908848,downward,smooth,downward_smooth
1619e2ca,-132.63999999999942,0.03403647005853231,0.028292271821732745,0.9991713516476067,0.005345138466794301,0.17534902593545088,flat,smooth,flat_smooth
16e4a047,110.0,0.027576271186439655,0.018736386792086664,0.9994869129698079,0.005841675894419638,0.2368487616801156,flat,curved,flat_curved
173ed841,173.72000000000116,0.03810938140106536,0.027624883387720674,0.9990014554361696,0.005284442648654209,0.16445602005556337,upward,smooth,upward_smooth
1770d7c6,256.2399999999998,0.035409586959524786,0.013601683212046857,0.9992964020048296,0.0055908993336714185,0.1523453009445237,upward,curved,upward_curved
177622d7,98.03000000000065,0.031078338090707192,0.013117508515401036,0.9994470902933106,0.004928452097452704,0.1709761174461617,flat,smooth,flat_smooth
18d24f7b,174.6900000000005,0.03833881939872744,0.01426053642386874,0.9991800075401952,0.005384868095289639,0.24169687818056707,upward,smooth,upward_smooth
19137a89,-245.4300000000003,0.039157357165656013,0.01464088062742843,0.9991417380570105,0.0052695393352512375,0.4487435640100397,downward,smooth,downward_smooth
1944513c,156.39999999999964,0.03490150391866178,0.01928780276664644,0.9992826035305994,0.005168207261049829,0.15091742887470216,upward,smooth,upward_smooth
197f8a5a,168.88000000000102,0.033200190204468516,0.02942127627496197,0.9992257385857909,0.005432470113497051,0.35208219385488704,upward,smooth,upward_smooth
19871e7f,176.75,0.03348072562358282,0.011847858581505956,0.9993889319747817,0.0054744848509445925,0.22029232108707797,upward,smooth,upward_smooth
198a5607,226.5600000000013,0.03628000000000029,0.015978813252556925,0.9992324444549391,0.0053801418358619115,0.16995177722643806,upward,smooth,upward_smooth
19fb4f7b,217.89999999999964,0.0387702438156253,0.012365686185280672,0.9991880659425306,0.00567823001269093,0.16601555456707384,upward,curved,upward_curved
1a518997,-156.38000000000102,0.033950054288816534,0.01170992611863977,0.9993718556002009,0.00512217560962655,0.11321204535830465,downward,smooth,downward_smooth
1a68190b,-148.8099999999995,0.03326179298010298,0.020048236168454886,0.9992609029513103,0.005619933261906137,0.18763726723640262,downward,curved,downward_curved
1a730ac2,-158.90999999999985,0.03838184187662922,0.02407065415438753,0.9991322445652565,0.005648779418402325,0.2158894262498794,downward,curved,downward_curved
1aaf1da0,202.32999999999993,0.04211742660836957,0.01738688957474925,0.9989793040909705,0.005752075387600748,0.15839814237261862,upward,curved,upward_curved
1b08ed48,164.28000000000065,0.029243368346092258,0.013213333689657322,0.9995009594102465,0.00503996107448399,0.15113082655072319,upward,smooth,upward_smooth
1b1c5372,-160.77999999999884,0.03777934272300396,0.02177458209069042,0.9990661293824302,0.005473412191800941,0.15839814237261862,downward,smooth,downward_smooth
1b1eba53,-94.14999999999964,0.03393425010743531,0.03456175394484455,0.9992136048835051,0.005270799033736404,0.17753532017230556,flat,smooth,flat_smooth
1b6ba517,218.51000000000022,0.03397210430564032,0.018492756865696104,0.9992957208099569,0.0053712782785085185,0.14443436522735764,upward,smooth,upward_smooth
1b82b665,-149.72999999999956,0.039342969776609435,0.013257357805764121,0.9991555131917694,0.005695020969850071,0.13951664685227128,downward,curved,downward_curved
1bcb2fcf,145.63000000000102,0.032184390891001884,0.015484069381077535,0.9993778567454746,0.005540664864693101,0.21906846622494514,upward,curved,upward_curved
1beca81d,-141.57000000000153,0.028468718967230147,0.01735051184743109,0.9994710613839884,0.0053269582749283055,0.2737100136587379,downward,smooth,downward_smooth
1d3fbf02,-68.20000000000073,0.025907909394727906,0.017386277451843384,0.9995445816126087,0.00543451326220725,0.09082578002113495,flat,smooth,flat_smooth
1d78281a,-166.17000000000007,0.03357113985448641,0.016322078863979305,0.9993208064059677,0.005516004919190826,0.23599287021853832,downward,curved,downward_curved
1e30dedf,263.78999999999905,0.06479361179361158,0.018873539020582034,0.9977373392002008,0.00546348759489167,0.24188383001255076,upward,smooth,upward_smooth
1e5e3573,-131.3100000000013,0.025471801423617355,0.02216274007773781,0.9994838231660241,0.004946213729106842,0.24246610582704453,flat,smooth,flat_smooth
1f9afacb,152.15999999999985,0.028577060259057208,0.009782554638435997,0.9995615307825606,0.0056864908201192735,0.19786956861688165,upward,curved,upward_curved
1fdbba44,230.85000000000036,0.0515865580448067,0.03287868732586254,0.9983695615321371,0.005475063415926879,0.2232785484551747,upward,smooth,upward_smooth
1fee2b62,137.51999999999862,0.030588362068965973,0.019621800233513752,0.9993852954089699,0.00549765480965171,0.18433777513177785,upward,curved,upward_curved
20096916,149.02000000000044,0.030074045206547894,0.020989014760463626,0.999375289574155,0.00543574513761576,0.20027978775224597,upward,smooth,upward_smooth
200d233d,-106.59000000000015,0.029811464968153848,0.02134007780794126,0.9994193857603842,0.005703924610489152,0.1841338425499911,flat,curved,flat_curved
201661b5,206.48000000000138,0.037811555256970275,0.03340298335194304,0.9988555321001334,0.005031273380559964,0.24254030506519175,upward,smooth,upward_smooth
203721ab,-100.56999999999971,0.022895793332169994,0.020264610175446885,0.9996576025583215,0.005609695981287887,0.1629602815605916,flat,curved,flat_curved
20402d71,121.6200000000008,0.0206451106576668,0.018302647611507853,0.999666591439164,0.005518615977996605,0.16959287408277746,flat,curved,flat_curved
2043abc5,248.8700000000008,0.03711513583441204,0.021668915877507876,0.9991422469130307,0.004969538104807036,0.22772512905719067,upward,smooth,upward_smooth
204cc64b,168.6299999999992,0.03509783513738563,0.017936039205769343,0.9992397615008822,0.005648876243876431,0.13038866589016074,upward,curved,upward_curved
206b6193,268.02999999999884,0.04101469237832871,0.015536387522227187,0.9990553949125955,0.005416594219204998,0.23582750486002535,upward,smooth,upward_smooth
2075c696,-138.42000000000007,0.043426419830561544,0.01782830901333778,0.9989154171720172,0.005925474456621646,0.17860650673487344,downward,curved,downward_curved
22c5f93f,147.21000000000095,0.030709727325469525,0.020797942792817378,0.9993939852228753,0.00527150929038366,0.23448818276116978,upward,smooth,upward_smooth
230eaaa3,-180.9300000000003,0.04100021326508851,0.026514556915648958,0.9989208481815929,0.0053219928864807935,0.2698922245576947,downward,smooth,downward_smooth
2364716c,-190.6900000000005,0.04433835457705671,0.019222498406878192,0.998856043904812,0.0056448437585794944,0.13480497541507164,downward,curved,downward_curved
23b9beb0,-234.42000000000007,0.032941817686333315,0.01838153962815319,0.9993384160955706,0.0058158135233500295,0.31407758651962736,downward,curved,downward_curved
24d8997e,101.93000000000029,0.03004649811101407,0.020651330171871006,0.9993656340313727,0.005453800384256142,0.2142646441615006,flat,smooth,flat_smooth
25050f63,133.1800000000003,0.027862159072349322,0.024504024359113537,0.9994796775491639,0.0055392098059061715,0.2540850068442442,flat,curved,flat_curved
25939962,136.46999999999935,0.03548865215377569,0.02757605199024055,0.9991355522145206,0.005439529151030158,0.2061053211805075,upward,smooth,upward_smooth
25fd32b3,-47.75,0.016712898751733325,0.012444088185346805,0.9998020684567115,0.005401186757293329,0.22874472610637397,flat,smooth,flat_smooth
261785ee,171.73999999999978,0.04710562414266088,0.018376972639044323,0.9987384380539694,0.005297866539406542,0.09840563802700908,upward,smooth,upward_smooth
264feceb,210.88999999999942,0.037268714689265244,0.01915414175412273,0.9991395927660472,0.005218517552574748,0.19922695179156946,upward,smooth,upward_smooth
26623a50,271.0599999999995,0.04726194628531566,0.01971196742319301,0.9987053013899045,0.005400230892309322,0.19686306844916435,upward,smooth,upward_smooth
26d3a96a,186.82999999999993,0.03957415254237268,0.01824761446336983,0.9990670796637467,0.005790560106717301,0.17536922541293176,upward,curved,upward_curved
272abef3,-153.27999999999884,0.037198838896951386,0.021441654375299143,0.9991001463540322,0.005710196475186436,0.25114183854417016,downward,curved,downward_curved
27300fd5,196.71000000000095,0.03839004756677646,0.028260892890150713,0.998969576413951,0.005786382054600596,0.10282184014244766,upward,curved,upward_curved
276b012a,-164.22999999999956,0.03699338296112369,0.04121932297422649,0.9985877701738638,0.005452339101104396,0.17292526720011214,downward,smooth,downward_smooth
27c3155b,-99.76999999999862,0.02278192455113986,0.01967675504788495,0.9996210613704118,0.005413033976501955,0.12082409486486967,flat,smooth,flat_smooth
27ebb9b9,169.1800000000003,0.03119167389418839,0.0317017612943323,0.9990815893790905,0.005254032456575403,0.12782617361057147,upward,smooth,upward_smooth
283269ac,89.45999999999913,0.03406476190476193,0.011332700102351365,0.9993726509025069,0.0049668613604560985,0.15703725040324112,flat,smooth,flat_smooth
28473855,124.78999999999905,0.032240615528095706,0.022814014364940682,0.9993327867623087,0.00501357176700508,0.4077124325511736,flat,smooth,flat_smooth
28f4eda9,96.11000000000058,0.02030959164292572,0.01424510085443547,0.9997482534420988,0.005664665779945681,0.1351147931165233,flat,curved,flat_curved
29b24409,188.3000000000011,0.033705692803437284,0.013629621701052301,0.9993568599803087,0.005163474628533408,0.1299284044096196,upward,smooth,upward_smooth
29de15c8,89.68000000000029,0.026991253644314848,0.014957064976869463,0.9995647179562349,0.0052234813814125616,0.20131710856365181,flat,smooth,flat_smooth
2ab29395,-48.67999999999847,0.026283090221501694,0.007020370942480324,0.9996453977528961,0.005397195734066773,0.13428392285275081,flat,smooth,flat_smooth
2ac7cb6b,262.7300000000014,0.05265584285427956,0.025846696698854178,0.9982937279087396,0.005575071852996807,0.3241804151746852,upward,curved,upward_curved
2acc78d4,-129.21000000000095,0.03613599062133622,0.028422145467736346,0.9991521709401169,0.005334783499662316,0.17055465371971423,flat,smooth,flat_smooth
2b034622,189.86000000000058,0.0365782391387936,0.016095781886677017,0.9992208982795556,0.0053965022880236935,0.24222225092262617,upward,smooth,upward_smooth
2b06ad65,127.27000000000044,0.02990364277320794,0.012983407050756079,0.9994866236553835,0.005008150291983898,0.17094817075470714,flat,smooth,flat_smooth
2b547943,-101.75,0.029235412474849367,0.016771344910677815,0.9994484310087499,0.005429470917301251,0.1971799372519658,flat,smooth,flat_smooth
2be5c96a,-152.4300000000003,0.036203373722974386,0.01057089690006257,0.99930371421988,0.005601947786608551,0.10668544620263165,downward,curved,downward_curved
2bff06cf,355.4499999999989,0.047032664305391665,0.02354504402263164,0.9986508854810396,0.005381475912801178,0.4694625291902286,upward,smooth,upward_smooth
2c0c4a4e,-169.36000000000058,0.03581541031530676,0.02004017500841071,0.9991907695806808,0.005454080148164715,0.14178462550526794,downward,smooth,downward_smooth
2cee0cba,-171.0,0.032167666848518135,0.019186063801913306,0.9993482309658923,0.005327726091050603,0.2140606841529914,downward,smooth,downward_smooth
2d0c268a,170.21000000000095,0.03860848538140233,0.027543777711021386,0.9989371703924007,0.005396863308712778,0.1200519346862785,upward,smooth,upward_smooth
2d179ded,162.17999999999847,0.023265306122449043,0.013104656165699812,0.9996625131393369,0.0053995894883781355,0.17107389676588802,upward,smooth,upward_smooth
2d196986,177.17000000000007,0.027365981770431213,0.015001879429024369,0.9995296217612366,0.005460233292649729,0.19894752993777765,upward,smooth,upward_smooth
2d2d0c6b,-91.67000000000007,0.018915543219666542,0.013710861329163009,0.9997583950727813,0.005351792225221194,0.19922695174815253,flat,smooth,flat_smooth
2d35f86d,212.77000000000044,0.043452502553626295,0.017291898277387436,0.9989226860121424,0.005677296547972658,0.16135226283359994,upward,curved,upward_curved
2d9f6cb9,201.0599999999995,0.02773068011448834,0.01796304881109543,0.9994793549710753,0.005482420650780854,0.1934698549817664,upward,smooth,upward_smooth
2ddad940,-190.29000000000087,0.03574859287054391,0.020947838449254495,0.9991603560646013,0.005597677975902196,0.20092688349964583,downward,curved,downward_curved
2e29e833,207.07999999999993,0.03814814814814827,0.00792317182199732,0.9992581264040946,0.00511242518547082,0.1204601750157992,upward,smooth,upward_smooth
2e43c2ea,187.17000000000007,0.032875197472354026,0.01684909975092831,0.9993351300359808,0.005437568938718985,0.18476337119194142,upward,smooth,upward_smooth
2e63d9de,-87.8700000000008,0.0221349510429962,0.022297044695507796,0.9995912957207648,0.005452753470079391,0.19384587920782326,flat,smooth,flat_smooth
2ee0235b,201.76000000000022,0.03791359135913504,0.023307028370043902,0.9990851648388013,0.00521657965260792,0.12077783917115292,upward,smooth,upward_smooth
2f19d536,105.03000000000065,0.03400712666018833,0.010048986643443716,0.9993886710379786,0.00595901913100599,0.12782617388877604,flat,curved,flat_curved
2f8e53c3,-62.56000000000131,0.02422676436559958,0.013428926410509943,0.999634156489548,0.004911548561494936,0.16085985533448266,flat,smooth,flat_smooth
2fa01aa6,-73.31000000000131,0.03649792913023363,0.02310669463120207,0.9991809391750677,0.00563860886758303,0.098787419263488,flat,curved,flat_curved
2fd68f7b,-250.10999999999876,0.052882216113343185,0.023120924743646284,0.9983484037567213,0.005430514577539473,0.1904969428331995,downward,smooth,downward_smooth
2fe023be,195.65999999999985,0.046355450236967015,0.02459215584414644,0.9986387223995148,0.005899925034987222,0.12121329156982608,upward,curved,upward_curved
30d75030,165.38999999999942,0.04903026741110742,0.01678494311148894,0.9986951766867235,0.005047224733798112,0.18175981818638332,upward,smooth,upward_smooth
310c71a5,206.47999999999956,0.03938596491228018,0.018867123853961474,0.9990628172054719,0.005299481864163715,0.17086148606984075,upward,smooth,upward_smooth
32fe84c9,-123.79999999999927,0.021949430310598796,0.019954476791167883,0.9996316320825721,0.005242737760855015,0.14116489585961167,flat,smooth,flat_smooth
33c40295,155.71999999999935,0.03734165067178489,0.018971550889382374,0.999140626077746,0.005532970867192645,0.1988775602992352,upward,curved,upward_curved
3407f5bf,-86.08999999999833,0.02624690679131178,0.01910578180176131,0.9995542737838424,0.005635695061686033,0.2558100553560163,flat,curved,flat_curved
3417285d,112.18000000000029,0.02087004405286357,0.013838384621316355,0.9997094754279424,0.005241491475519914,0.4715392156344007,flat,smooth,flat_smooth
347242c8,-158.1900000000005,0.04400389538119128,0.017869899780344853,0.9988866381224795,0.005499588447667171,0.16654372412144003,downward,curved,downward_curved
353e5502,230.8099999999995,0.03811747236429673,0.018496120084492116,0.9991196694303721,0.005598944814475839,0.21339970587870027,upward,curved,upward_curved
357c12f9,152.04999999999927,0.038254046101029913,0.01928896497924383,0.999134883199478,0.005478798622148176,0.14225078679247538,upward,smooth,upward_smooth
3584a6eb,120.48999999999978,0.02681504562652925,0.015528352017653822,0.999536158407935,0.005844105856990509,0.2665329089187847,flat,curved,flat_curved
35b30c7f,-340.66999999999825,0.03655356024222163,0.02207971076311869,0.999139481380308,0.0051330569493635405,0.17107389683391938,downward,smooth,downward_smooth
35b3ef6a,208.3100000000013,0.05341788367922152,0.017533184802177262,0.9984381250867549,0.005521834305988212,0.21339970587870027,upward,curved,upward_curved
367456ce,-246.60999999999876,0.045511853448275186,0.023827161356102952,0.998749865401413,0.005469851635787783,0.26594633230067344,downward,smooth,downward_smooth
368131f9,188.25,0.037837675350700935,0.027565890476415486,0.9989225121362563,0.005499902719582198,0.1934698545605229,upward,curved,upward_curved
368fe682,150.89999999999964,0.03180547112461952,0.019788650148978106,0.9993525723595608,0.005107238111009095,0.2497857322342285,upward,smooth,upward_smooth
3690a146,-110.0,0.027082514734773782,0.01785451485900535,0.9994921831431267,0.005538458895983448,0.17005862186148457,flat,curved,flat_curved
37344c2a,-74.51999999999862,0.0198845265588921,0.022984676070526334,0.9996494065593086,0.005260342928359991,0.20573066641200088,flat,smooth,flat_smooth
373ef48b,-123.46999999999935,0.03728905359179057,0.02208991912801363,0.999151483817328,0.0050392239383342035,0.25559876330266773,flat,smooth,flat_smooth
374be387,253.92000000000007,0.02631372942593396,0.01649050561635109,0.9995558447882217,0.00535994352514789,0.18402976856693076,upward,smooth,upward_smooth
37d36812,96.27000000000044,0.027622537792028983,0.022040731381576875,0.9995315988795269,0.005609844742352379,0.19164849665560513,flat,curved,flat_curved
38991fd4,200.03999999999905,0.04169063998332286,0.015547736344155764,0.999027348730094,0.0056484315973426786,0.17747458275727368,upward,curved,upward_curved
389ae58f,-188.46999999999935,0.029698235840296818,0.018131414164541015,0.999426164408786,0.005310223444809041,0.1644560200091092,downward,smooth,downward_smooth
3932faa6,132.5600000000013,0.03518253531462029,0.03621894810976385,0.9990637547879879,0.005416675023516769,0.16473492804012757,flat,smooth,flat_smooth
398dce4b,119.43999999999869,0.03795892575039419,0.016218587151007227,0.9991755920519177,0.005284473936785531,0.19223830818654442,flat,smooth,flat_smooth
39b51819,162.63000000000102,0.03845153664302635,0.014265060046949678,0.9991756813046405,0.005315046202524252,0.20611513260047865,upward,smooth,upward_smooth
3a0af893,112.84999999999854,0.03855434039644549,0.016097201964920944,0.9991421509185229,0.005377098377072768,0.12077783917115292,flat,smooth,flat_smooth
3a223519,-155.9300000000003,0.03402007856831061,0.016595622899620282,0.99929986337533,0.005687623068757246,0.12391980665203639,downward,curved,downward_curved
3a7dd95d,-44.86000000000058,0.02437642461738866,0.024240238755802883,0.9996154942773839,0.005571532677548811,0.14159980221546675,flat,curved,flat_curved
3a824aa7,118.38000000000102,0.02863809523809496,0.01683464735222757,0.9994789864022786,0.005586781070594968,0.2553443355254874,flat,curved,flat_curved
3a86fe8d,-148.96000000000095,0.029802618721907367,0.016375084041074215,0.9994583196627168,0.005835881044033442,0.21659165213132292,downward,curved,downward_curved
3aaa2b30,-195.84000000000015,0.04178980891719821,0.021963003124572472,0.9989095886719305,0.005146151642051205,0.24381542277353208,downward,smooth,downward_smooth
3ac16ad0,-146.64000000000124,0.026356232294617345,0.01977564851238144,0.9994830695896235,0.005566673413285934,0.14159980221546653,downward,curved,downward_curved
3b21ea64,201.07000000000153,0.028338983050847952,0.019918878700835852,0.9994467476014387,0.005590481941291403,0.2260585667187347,upward,curved,upward_curved
3bbe1f5d,-247.5,0.03630041925690304,0.017714936479652475,0.9992182997274766,0.005314022440863308,0.19131434184515228,downward,smooth,downward_smooth
3bfee975,-92.69000000000051,0.026529705719044835,0.02167722735667551,0.9994493056930521,0.005262105066006153,0.1426600679679495,flat,smooth,flat_smooth
3c3dbcbc,125.60000000000036,0.02493685872138967,0.01694885573633486,0.9995641516552571,0.005735824917322885,0.13609960865659354,flat,curved,flat_curved
3d96d897,-201.96000000000095,0.03577059031459869,0.019097404918779638,0.9991957543247231,0.005134383852218618,0.2856863620772172,downward,smooth,downward_smooth
3df4b19e,149.67999999999847,0.030160417084419095,0.015284217835796608,0.9994478293533078,0.004940543516970278,0.20101464835973437,upward,smooth,upward_smooth
3e011332,134.27000000000044,0.049324026451138946,0.027444126718765283,0.9984193893304796,0.005388515056031717,0.0990049228099279,flat,smooth,flat_smooth
3e678ea7,-136.64999999999964,0.025627825579699247,0.022567650046834534,0.999562870926128,0.005554554225044849,0.1932455564273916,downward,curved,downward_curved
3ef6372a,-122.69000000000051,0.027462970799830524,0.018997656673055748,0.9994984284721141,0.00532446402753893,0.34990942517982593,flat,smooth,flat_smooth
3ef98781,104.85000000000036,0.027784631200205752,0.01669999760300816,0.9995136260556783,0.0052497367979745194,0.12105176441790233,flat,smooth,flat_smooth
3f603129,-196.67000000000007,0.04185148514851492,0.03307662366439698,0.9987098256038699,0.00537297160527943,0.3567971743246834,downward,smooth,downward_smooth
